STARTDATE,LOCNAME,COUNTRYID,LOCPRESENT
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
12-02-2004 00:00, , ,1
12-02-2004 00:00, , ,1
11-02-2004 00:00, , ,1
11-02-2004 00:00, , ,1
11-02-2004 00:00, , ,1
11-02-2004 00:00, , ,1
11-02-2004 00:00, , ,1
11-02-2004 00:00, , ,1
11-02-2004 00:00, , ,1
11-02-2004 00:00, , ,1
11-02-2004 00:00, , ,1
15-02-2004 00:00, , ,1
15-02-2004 00:00, , ,1
11-02-2004 00:00, , ,1
27-02-2004 00:00, , ,1
27-02-2004 00:00, , ,1
27-02-2004 00:00, , ,1
27-02-2004 00:00, , ,1
27-02-2004 00:00, , ,1
27-02-2004 00:00, , ,1
27-02-2004 00:00, , ,1
27-02-2004 00:00, , ,1
27-02-2004 00:00, , ,1
27-02-2004 00:00, , ,1
27-02-2004 00:00, , ,1
27-02-2004 00:00, , ,1
27-02-2004 00:00, , ,1
27-02-2004 00:00, , ,1
17-02-2004 00:00, , ,1
18-02-2004 00:00, , ,1
19-02-2004 00:00, , ,1
19-02-2004 00:00, , ,1
20-02-2004 00:00, , ,1
21-02-2004 00:00, , ,1
21-02-2004 00:00, , ,1
28-09-2004 00:00,Gounda, ,1
23-09-2004 00:00,Daka-Konoto, ,1
23-09-2004 00:00,Marga, ,1
27-09-2004 00:00,Aharbou-cora, ,1
26-09-2004 00:00,Iyaka-Ibakane, ,1
26-09-2004 00:00,Toutia, ,1
26-09-2004 00:00,Iyaka, ,1
31-10-2004 00:00, , ,1
31-10-2004 00:00, , ,1
31-10-2004 00:00, , ,1
31-10-2004 00:00, , ,1
31-10-2004 00:00, , ,2
21-10-2004 00:00, , ,1
25-10-2004 00:00, , ,1
25-10-2004 00:00, , ,1
31-10-2004 00:00, , ,1
21-10-2004 00:00, , ,1
25-10-2004 00:00, , ,1
25-10-2004 00:00, , ,1
25-10-2004 00:00, , ,1
30-10-2004 00:00, , ,1
30-10-2004 00:00, , ,1
31-10-2004 00:00, , ,1
25-10-2004 00:00, , ,1
24-10-2004 00:00, , ,1
30-10-2004 00:00, , ,1
30-10-2004 00:00, , ,1
30-10-2004 00:00, , ,1
29-10-2004 00:00, , ,1
05-11-2004 00:00,Oued Tichla, ,1
05-11-2004 00:00,Boulazaz, ,1
05-11-2004 00:00,Oued Fzou, ,1
05-11-2004 00:00,Bounaamane, ,1
05-11-2004 00:00,Ouijjane, ,1
04-11-2004 00:00,Ait Tadart, ,1
04-11-2004 00:00,Daya Tamzguidat, ,1
04-11-2004 00:00,Zaouit Aoufous, ,1
04-11-2004 00:00,Ras N'Khal, ,1
04-11-2004 00:00,Tizagzaouine, ,1
04-11-2004 00:00,Zitouna, ,1
04-11-2004 00:00,Inzbiaten, ,1
05-11-2004 00:00,Gleibat Al Hiat, ,1
04-11-2004 00:00,Guelb El Hyar, ,1
04-11-2004 00:00,Adrar Nighil, ,1
04-11-2004 00:00,Ksar zaouit, ,1
04-11-2004 00:00,El Gara, ,1
04-11-2004 00:00,Guirat Sayada, ,1
04-11-2004 00:00,Tisarfine, ,1
04-11-2004 00:00,Lamdaouir, ,1
04-11-2004 00:00,Khnafif, ,1
04-11-2004 00:00,El Koudia, ,1
04-11-2004 00:00,Laghfiria, ,1
04-11-2004 00:00,Id Aissa, ,1
04-11-2004 00:00,Ait Zekri, ,1
04-11-2004 00:00,Id Boussaka, ,1
04-11-2004 00:00,Noudji, ,1
04-11-2004 00:00,Nbasra, ,1
04-11-2004 00:00,Id Elkadi, ,1
04-11-2004 00:00,Laaouina, ,1
04-11-2004 00:00,Arbor, ,1
04-11-2004 00:00,Touama Essafa, ,1
13-10-2004 00:00,N.beash, ,1
29-10-2004 00:00, , ,1
10-11-2004 00:00,Gueltat Zemmour, ,1
10-11-2004 00:00,Lamziriga, ,1
10-11-2004 00:00,Oued Zag, ,1
10-11-2004 00:00,Sebt Tangarfa, ,1
09-11-2004 00:00,El Gara, ,1
09-11-2004 00:00,Lagwachich, ,1
09-11-2004 00:00,Ouferkha, ,1
09-11-2004 00:00,Melllaha Faycht, ,1
09-11-2004 00:00,Aman Oukidar, ,1
09-11-2004 00:00,Ait Ouarikh, ,1
09-11-2004 00:00,Laasla, ,1
09-11-2004 00:00,Taboute, ,1
09-11-2004 00:00,Ain Gattara, ,1
09-11-2004 00:00,Taghilast, ,1
09-11-2004 00:00,Zaouya, ,1
09-11-2004 00:00,Graret Larjam, ,1
09-11-2004 00:00,Oued El abbes, ,1
09-11-2004 00:00,Oued Said, ,1
07-11-2004 00:00,Oued Selmaka, ,1
07-11-2004 00:00,Ras El aach, ,1
07-11-2004 00:00,Ait attou, ,1
07-11-2004 00:00,Toumlilte, ,1
06-11-2004 00:00, , ,1
07-11-2004 00:00,Afrdou Oulala, ,1
07-11-2004 00:00,Imi N'Tardoune, ,1
07-11-2004 00:00,Amzaourou, ,1
07-11-2004 00:00,Taghazoute, ,1
07-11-2004 00:00,Ras  El Hassani, ,1
07-11-2004 00:00,Ighmer Idhmala, ,1
07-11-2004 00:00,Tiout-Briwiga, ,1
07-11-2004 00:00, , ,1
07-11-2004 00:00, , ,1
07-11-2004 00:00, , ,1
08-11-2004 00:00, , ,1
08-11-2004 00:00, , ,1
08-11-2004 00:00, , ,1
09-11-2004 00:00, , ,1
09-11-2004 00:00, , ,1
09-11-2004 00:00, , ,1
10-11-2004 00:00, , ,1
10-11-2004 00:00, , ,1
10-11-2004 00:00, , ,1
12-11-2004 00:00, , ,1
12-11-2004 00:00, , ,1
13-11-2004 00:00, , ,1
13-11-2004 00:00, , ,1
14-11-2004 00:00, , ,1
14-11-2004 00:00, , ,1
15-11-2004 00:00, , ,1
15-11-2004 00:00, , ,1
15-11-2004 00:00, , ,1
08-11-2004 00:00, , ,1
16-11-2004 00:00, , ,1
16-11-2004 00:00, , ,1
16-11-2004 00:00, , ,1
16-11-2004 00:00, , ,1
16-11-2004 00:00, , ,1
16-11-2004 00:00, , ,1
17-11-2004 00:00, , ,1
17-11-2004 00:00, , ,1
17-11-2004 00:00, , ,1
17-11-2004 00:00, , ,1
10-11-2004 00:00, , ,1
10-11-2004 00:00, , ,1
10-11-2004 00:00, , ,1
10-11-2004 00:00, , ,1
03-09-2004 00:00, , ,1
03-09-2004 00:00, , ,1
03-09-2004 00:00, , ,1
03-09-2004 00:00, , ,1
04-09-2004 00:00, , ,1
04-09-2004 00:00, , ,1
04-09-2004 00:00, , ,1
04-09-2004 00:00, , ,1
04-09-2004 00:00, , ,1
04-09-2004 00:00, , ,1
22-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
23-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
24-06-2004 00:00, , ,1
25-06-2004 00:00, , ,1
25-06-2004 00:00, , ,1
25-06-2004 00:00, , ,1
25-06-2004 00:00, , ,1
26-06-2004 00:00, , ,1
26-06-2004 00:00, , ,1
26-06-2004 00:00, , ,1
26-06-2004 00:00, , ,1
26-06-2004 00:00, , ,1
26-06-2004 00:00, , ,1
26-06-2004 00:00, , ,1
26-06-2004 00:00, , ,1
26-06-2004 00:00, , ,1
26-06-2004 00:00, , ,1
16-07-2004 00:00,Tabrijat, ,1
15-01-2004 00:00, , ,1
16-01-2004 00:00, , ,1
16-01-2004 00:00, , ,1
16-01-2004 00:00, , ,1
16-01-2004 00:00, , ,1
16-01-2004 00:00, , ,1
16-01-2004 00:00, , ,1
16-01-2004 00:00, , ,1
16-01-2004 00:00, , ,1
17-01-2004 00:00, , ,1
17-01-2004 00:00, , ,1
17-01-2004 00:00, , ,1
17-01-2004 00:00, , ,1
17-01-2004 00:00, , ,1
17-01-2004 00:00, , ,1
17-01-2004 00:00, , ,1
17-01-2004 00:00, , ,1
17-01-2004 00:00, , ,1
17-01-2004 00:00, , ,1
18-01-2004 00:00, , ,1
18-01-2004 00:00, , ,1
18-01-2004 00:00, , ,1
18-01-2004 00:00, , ,1
18-01-2004 00:00, , ,1
18-01-2004 00:00, , ,1
18-01-2004 00:00, , ,1
18-01-2004 00:00, , ,1
19-01-2004 00:00, , ,1
19-01-2004 00:00, , ,1
19-01-2004 00:00, , ,1
19-01-2004 00:00, , ,1
19-01-2004 00:00, , ,1
04-03-2004 00:00, , ,1
04-03-2004 00:00, , ,1
05-03-2004 00:00, , ,1
05-03-2004 00:00, , ,1
05-03-2004 00:00, , ,1
05-03-2004 00:00, , ,1
05-03-2004 00:00, , ,1
05-03-2004 00:00, , ,1
05-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
17-03-2004 00:00, , ,1
17-03-2004 00:00, , ,1
17-03-2004 00:00, , ,1
17-03-2004 00:00, , ,1
17-03-2004 00:00, , ,1
19-07-2004 00:00, , ,1
07-08-2004 00:00, , ,1
01-08-2004 00:00, , ,1
06-08-2004 00:00, , ,1
05-08-2004 00:00, , ,1
05-08-2004 00:00, , ,1
05-08-2004 00:00, , ,1
05-08-2004 00:00, , ,1
06-08-2004 00:00, , ,1
06-08-2004 00:00, , ,1
06-08-2004 00:00, , ,1
04-08-2004 00:00, , ,1
04-08-2004 00:00, , ,1
04-08-2004 00:00, , ,1
04-08-2004 00:00, , ,1
02-08-2004 00:00, , ,1
03-08-2004 00:00, , ,1
03-08-2004 00:00, , ,1
02-08-2004 00:00, , ,1
03-08-2004 00:00, , ,1
02-08-2004 00:00, , ,1
02-08-2004 00:00, , ,1
01-08-2004 00:00, , ,1
02-08-2004 00:00, , ,2
19-08-2004 00:00, , ,1
19-08-2004 00:00, , ,1
19-08-2004 00:00, , ,1
20-08-2004 00:00, , ,1
20-08-2004 00:00, , ,1
19-08-2004 00:00, , ,1
19-08-2004 00:00, , ,1
19-08-2004 00:00, , ,1
19-08-2004 00:00, , ,1
18-08-2004 00:00,Tassak, ,1
15-08-2004 00:00,Tabaganat, ,1
16-08-2004 00:00,Tassak, ,1
16-08-2004 00:00,Tassak, ,1
15-07-2004 00:00, , ,1
16-07-2004 00:00, , ,1
17-07-2004 00:00, , ,1
02-08-2004 00:00, , ,1
09-08-2004 00:00, , ,1
09-08-2004 00:00, , ,1
10-08-2004 00:00, , ,1
10-08-2004 00:00, , ,1
10-08-2004 00:00, , ,1
01-08-2004 00:00, , ,1
01-08-2004 00:00, , ,1
08-08-2004 00:00, , ,1
08-08-2004 00:00, , ,1
08-08-2004 00:00, , ,1
09-08-2004 00:00, , ,1
07-08-2004 00:00, , ,1
07-08-2004 00:00, , ,1
08-08-2004 00:00, , ,1
08-08-2004 00:00, , ,1
12-08-2004 00:00, , ,1
12-08-2004 00:00, , ,1
30-08-2004 00:00, , ,1
30-08-2004 00:00, , ,1
29-08-2004 00:00, , ,1
29-08-2004 00:00, , ,1
28-08-2004 00:00, , ,1
23-08-2004 00:00, , ,1
24-08-2004 00:00, , ,1
23-08-2004 00:00, , ,1
23-08-2004 00:00, , ,1
24-08-2004 00:00, , ,1
23-08-2004 00:00, , ,1
11-07-2004 00:00, , ,1
11-07-2004 00:00, , ,1
11-07-2004 00:00, , ,1
24-07-2004 00:00, , ,1
22-07-2004 00:00, , ,1
22-07-2004 00:00, , ,1
22-07-2004 00:00, , ,1
23-07-2004 00:00, , ,1
21-07-2004 00:00, , ,1
21-07-2004 00:00, , ,1
21-07-2004 00:00, , ,1
21-07-2004 00:00, , ,1
02-11-2004 00:00, , ,1
03-11-2004 00:00, , ,1
06-11-2004 00:00, , ,1
06-11-2004 00:00, , ,1
01-10-2004 00:00, , ,1
13-11-2004 00:00, , ,1
14-11-2004 00:00, , ,1
12-11-2004 00:00, , ,1
13-11-2004 00:00, , ,1
15-11-2004 00:00, , ,1
02-11-2004 00:00, , ,1
02-11-2004 00:00,In Dbiren, ,1
02-11-2004 00:00, , ,1
15-11-2004 00:00, , ,1
07-11-2004 00:00,Oued Taghargharat, ,1
08-11-2004 00:00,Oued Zeggar, ,1
14-11-2004 00:00, , ,1
12-11-2004 00:00,Oued Issendlene, ,1
06-11-2004 00:00,Tisrasse, ,1
11-11-2004 00:00,Oued Indbirine, ,1
08-11-2004 00:00,Oued Idjeriou, ,1
12-11-2004 00:00,Ait Tikart, ,1
12-11-2004 00:00,Iskourna, ,1
12-11-2004 00:00,Ait Tadarte, ,1
12-11-2004 00:00,Lastah, ,1
12-11-2004 00:00,Talat N'Iguido, ,1
12-11-2004 00:00,Aguer N'Toururte, ,1
12-11-2004 00:00,Assif, ,1
14-11-2004 00:00,Tsras, ,1
14-11-2004 00:00,Remt El Wastani, ,1
13-11-2004 00:00,Ilighen -Tayara, ,1
13-11-2004 00:00,Oued El Arja, ,1
13-11-2004 00:00,"""Dom;Cytrus""", ,1
13-11-2004 00:00,Oued Talamt, ,1
13-11-2004 00:00,Ouled Brahim, ,1
13-11-2004 00:00,Al Kyad, ,1
12-11-2004 00:00,Rass Ensser, ,1
12-11-2004 00:00,Oued laarad, ,1
14-11-2004 00:00,Ait Boubker, ,1
14-11-2004 00:00,Assaky, ,1
14-11-2004 00:00,Tiout, ,1
01-10-2004 00:00, , ,1
08-10-2004 00:00, , ,1
09-10-2004 00:00, , ,1
09-10-2004 00:00, , ,1
09-10-2004 00:00, , ,1
21-10-2004 00:00, , ,1
20-10-2004 00:00, , ,1
21-10-2004 00:00, , ,1
21-10-2004 00:00, , ,1
26-08-2004 00:00, , ,1
26-08-2004 00:00, , ,1
26-08-2004 00:00, , ,1
27-08-2004 00:00, , ,1
27-08-2004 00:00, , ,1
27-08-2004 00:00, , ,1
28-08-2004 00:00, , ,1
28-08-2004 00:00, , ,1
28-08-2004 00:00, , ,1
28-08-2004 00:00, , ,1
28-08-2004 00:00, , ,1
28-08-2004 00:00, , ,1
28-08-2004 00:00, , ,1
28-08-2004 00:00, , ,1
29-08-2004 00:00, , ,1
21-08-2004 00:00, , ,1
21-08-2004 00:00, , ,1
23-08-2004 00:00, , ,1
23-08-2004 00:00, , ,1
23-08-2004 00:00, , ,1
24-08-2004 00:00, , ,1
26-08-2004 00:00, , ,1
27-06-2004 00:00, , ,1
27-06-2004 00:00,Tolga, ,1
27-06-2004 00:00,Sidi Okba, ,1
27-06-2004 00:00,Kantra, ,1
29-06-2004 00:00, , ,1
16-06-2004 00:00, , ,1
17-06-2004 00:00, , ,1
17-06-2004 00:00, , ,1
18-06-2004 00:00, , ,1
18-06-2004 00:00, , ,1
18-06-2004 00:00, , ,1
18-06-2004 00:00, , ,1
18-06-2004 00:00, , ,1
18-06-2004 00:00, , ,1
18-06-2004 00:00, , ,1
19-06-2004 00:00, , ,1
19-06-2004 00:00, , ,1
19-06-2004 00:00, , ,1
19-06-2004 00:00, , ,1
19-06-2004 00:00, , ,1
19-06-2004 00:00, , ,1
20-06-2004 00:00, , ,1
20-06-2004 00:00, , ,1
20-06-2004 00:00, , ,1
20-06-2004 00:00, , ,1
20-06-2004 00:00, , ,1
20-06-2004 00:00, , ,1
20-06-2004 00:00, , ,1
20-06-2004 00:00, , ,1
20-06-2004 00:00, , ,1
20-06-2004 00:00, , ,1
20-06-2004 00:00, , ,1
20-06-2004 00:00, , ,1
21-06-2004 00:00, , ,1
26-04-2004 00:00, , ,1
27-04-2004 00:00, , ,1
17-05-2004 00:00, , ,1
17-05-2004 00:00, , ,1
21-04-2004 00:00, , ,1
21-04-2004 00:00, , ,1
21-04-2004 00:00, , ,1
21-04-2004 00:00, , ,1
21-04-2004 00:00, , ,1
30-04-2004 00:00, , ,1
09-05-2004 00:00, , ,1
10-05-2004 00:00, , ,1
10-05-2004 00:00, , ,1
09-05-2004 00:00, , ,1
09-05-2004 00:00, , ,1
18-05-2004 00:00, , ,1
18-05-2004 00:00, , ,1
18-05-2004 00:00, , ,1
18-05-2004 00:00, , ,1
19-05-2004 00:00, , ,1
15-05-2004 00:00, , ,1
15-05-2004 00:00, , ,2
16-05-2004 00:00, , ,1
16-05-2004 00:00, , ,1
15-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
28-05-2004 00:00, , ,1
08-10-2004 00:00, , ,1
06-10-2004 00:00, , ,1
08-10-2004 00:00, , ,1
08-10-2004 00:00, , ,1
08-10-2004 00:00, , ,1
08-10-2004 00:00, , ,1
07-10-2004 00:00, , ,1
06-10-2004 00:00, , ,1
06-10-2004 00:00, , ,1
07-10-2004 00:00, , ,1
07-10-2004 00:00, , ,1
08-10-2004 00:00, , ,1
07-10-2004 00:00, , ,1
07-10-2004 00:00, , ,1
07-10-2004 00:00, , ,1
07-10-2004 00:00, , ,1
07-10-2004 00:00, , ,1
05-10-2004 00:00, , ,1
07-10-2004 00:00, , ,1
07-10-2004 00:00, , ,1
07-10-2004 00:00, , ,1
19-10-2004 00:00, , ,1
19-10-2004 00:00, , ,1
19-10-2004 00:00, , ,1
17-10-2004 00:00, , ,1
18-10-2004 00:00, , ,1
18-10-2004 00:00, , ,1
18-10-2004 00:00, , ,1
18-10-2004 00:00, , ,1
16-10-2004 00:00, , ,1
18-10-2004 00:00, , ,1
18-10-2004 00:00, , ,1
18-10-2004 00:00, , ,1
18-10-2004 00:00, , ,1
18-10-2004 00:00, , ,1
17-10-2004 00:00, , ,1
17-10-2004 00:00, , ,2
16-10-2004 00:00, , ,1
16-10-2004 00:00, , ,1
15-10-2004 00:00, , ,1
15-10-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
20-09-2004 00:00, , ,1
20-09-2004 00:00, , ,1
20-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
18-09-2004 00:00, , ,1
18-09-2004 00:00, , ,1
18-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
18-09-2004 00:00, , ,1
18-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
19-09-2004 00:00, , ,1
18-09-2004 00:00, , ,1
07-09-2004 00:00, , ,1
05-09-2004 00:00, , ,1
03-09-2004 00:00, , ,1
14-09-2004 00:00, , ,1
09-09-2004 00:00, , ,1
17-09-2004 00:00, , ,1
22-09-2004 00:00, , ,1
17-09-2004 00:00, , ,1
20-09-2004 00:00, , ,1
24-09-2004 00:00, , ,1
15-09-2004 00:00, , ,1
15-09-2004 00:00, , ,1
15-09-2004 00:00, , ,1
23-09-2004 00:00, , ,1
23-09-2004 00:00, , ,1
07-10-2004 00:00, , ,1
07-10-2004 00:00, , ,1
10-10-2004 00:00, , ,1
10-04-2004 00:00, , ,1
09-04-2004 00:00, , ,1
09-04-2004 00:00, , ,1
11-04-2004 00:00, , ,1
09-04-2004 00:00, , ,1
11-04-2004 00:00, , ,1
11-04-2004 00:00, , ,1
11-04-2004 00:00, , ,1
11-04-2004 00:00, , ,1
11-04-2004 00:00, , ,1
11-04-2004 00:00, , ,1
03-04-2004 00:00, , ,1
04-04-2004 00:00, , ,1
04-04-2004 00:00, , ,1
13-05-2004 00:00, , ,1
13-05-2004 00:00, , ,1
14-03-2004 00:00, , ,1
12-03-2004 00:00, , ,1
12-03-2004 00:00, , ,1
12-03-2004 00:00, , ,1
13-03-2004 00:00, , ,2
18-03-2004 00:00, , ,1
18-03-2004 00:00, , ,1
11-03-2004 00:00, , ,1
11-03-2004 00:00, , ,1
11-03-2004 00:00, , ,1
11-03-2004 00:00, , ,1
12-03-2004 00:00, , ,1
12-03-2004 00:00, , ,1
31-03-2004 00:00, , ,1
30-03-2004 00:00, , ,1
31-03-2004 00:00, , ,1
31-03-2004 00:00, , ,1
31-03-2004 00:00, , ,1
31-03-2004 00:00, , ,1
30-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
07-04-2004 00:00,w-almbaerk, ,1
06-04-2004 00:00,w-uenbea, ,1
10-04-2004 00:00,wesaek, ,1
07-04-2004 00:00,anehal, ,1
03-04-2004 00:00,w-mberak, ,1
03-04-2004 00:00,saelnaesef, ,1
01-04-2004 00:00,w-seah, ,1
04-04-2004 00:00,almasheraf, ,1
08-04-2004 00:00,albaegerah, ,1
17-03-2004 00:00,Sai2, ,1
20-03-2004 00:00,Eldigogo, ,1
19-03-2004 00:00,Seleim4, ,1
18-03-2004 00:00,Seiga, ,1
18-03-2004 00:00,Selein3, ,1
20-03-2004 00:00,Buosharia, ,1
26-03-2004 00:00,Elalam, ,1
26-03-2004 00:00,Elkhwai, ,1
17-03-2004 00:00,Asho, ,1
02-03-2004 00:00,Edamag, ,1
02-03-2004 00:00, , ,1
06-03-2004 00:00,wadi Umm Bela, ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
30-03-2004 00:00, , ,1
30-03-2004 00:00, , ,1
30-03-2004 00:00, , ,1
30-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
30-03-2004 00:00, , ,1
30-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
19-03-2004 00:00, , ,1
19-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
26-03-2004 00:00, , ,1
26-03-2004 00:00, , ,1
26-03-2004 00:00, , ,1
26-03-2004 00:00, , ,1
26-03-2004 00:00, , ,1
26-03-2004 00:00, , ,1
26-03-2004 00:00, , ,1
26-03-2004 00:00, , ,1
26-03-2004 00:00, , ,1
09-03-2004 00:00, , ,1
09-03-2004 00:00, , ,1
10-03-2004 00:00, , ,1
11-03-2004 00:00, , ,1
10-03-2004 00:00, , ,1
11-03-2004 00:00, , ,1
11-03-2004 00:00, , ,1
11-03-2004 00:00, , ,1
11-03-2004 00:00, , ,1
12-03-2004 00:00, , ,1
12-03-2004 00:00, , ,1
13-03-2004 00:00, , ,1
13-03-2004 00:00, , ,1
12-03-2004 00:00, , ,1
13-03-2004 00:00, , ,1
13-03-2004 00:00, , ,1
13-03-2004 00:00, , ,1
14-03-2004 00:00, , ,1
14-03-2004 00:00, , ,1
14-03-2004 00:00, , ,1
14-03-2004 00:00, , ,1
15-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
16-03-2004 00:00, , ,1
17-03-2004 00:00, , ,1
17-03-2004 00:00, , ,1
17-03-2004 00:00, , ,1
19-03-2004 00:00, , ,1
19-03-2004 00:00, , ,1
19-03-2004 00:00, , ,1
20-03-2004 00:00, , ,1
21-03-2004 00:00, , ,1
26-02-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
07-04-2004 00:00, , ,1
